n,m,POBLACION,GENERACION,CROSSOVER,MUTACION,NL
14,1,100,1000,0.01,0.33,7984	
14,1,100,1000,0.033,0.001,7979	
14,1,100,1000,0.033,0.0033,7976	
14,1,100,1000,0.033,0.01,7976	
14,1,100,1000,0.033,0.033,7976	
14,1,100,1000,0.033,0.1,7977	
14,1,100,1000,0.033,0.33,7978	
14,1,100,1000,0.1,0.001,7976	
14,1,100,1000,0.1,0.0033,7975	
14,1,100,1000,0.1,0.01,7976	
14,1,100,1000,0.1,0.033,7975	
14,1,100,1000,0.1,0.1,7978	
14,1,100,1000,0.1,0.33,7978	
14,1,100,1000,0.3,0.001,7972	
14,1,100,1000,0.3,0.0033,7975	
14,1,100,1000,0.3,0.01,7977	
14,1,100,1000,0.3,0.033,7974	
14,1,100,1000,0.3,0.1,7976	
14,1,100,1000,0.3,0.33,7978	
14,1,100,1000,0.9,0.001,7974	
14,1,100,1000,0.9,0.0033,7974	
14,1,100,1000,0.9,0.01,7976	
14,1,100,1000,0.9,0.033,7977	
14,1,100,1000,0.9,0.1,7975	
14,1,100,1000,0.9,0.33,7977	
14,1,100,33,0.01,0.001,7978	
14,1,100,33,0.01,0.0033,7972	
14,1,100,33,0.01,0.01,7973	
14,1,100,33,0.01,0.033,7973	
14,1,100,33,0.01,0.1,7975	
14,1,100,33,0.01,0.33,7974	
14,1,100,33,0.033,0.001,7968	
14,1,100,33,0.033,0.0033,7975	
14,1,100,33,0.033,0.01,7971	
14,1,100,33,0.033,0.033,7973	
14,1,100,33,0.033,0.1,7969	
14,1,100,33,0.033,0.33,7969	
14,1,100,33,0.1,0.001,7972	
14,1,100,33,0.1,0.0033,7975	
14,1,100,33,0.1,0.01,7972	
14,1,100,33,0.1,0.033,7969	
14,1,100,33,0.1,0.1,7974	
14,1,100,33,0.1,0.33,7966	
14,1,100,33,0.3,0.001,7972	
14,1,100,33,0.3,0.0033,7973	
14,1,100,33,0.3,0.01,7970	
14,1,100,33,0.3,0.033,7972	
14,1,100,33,0.3,0.1,7970	
14,1,100,33,0.3,0.33,7969	
14,1,100,33,0.9,0.001,7970	
14,1,100,33,0.9,0.0033,7972	
14,1,100,33,0.9,0.01,7974	
14,1,100,33,0.9,0.033,7968	
14,1,100,33,0.9,0.1,7970	
14,1,100,33,0.9,0.33,7975	
14,1,100,330,0.01,0.001,7982	
14,1,100,330,0.01,0.0033,7981	
14,1,100,330,0.01,0.01,7981	
14,1,100,330,0.01,0.033,7981	
14,1,100,330,0.01,0.1,7979	
14,1,100,330,0.01,0.33,7980	
14,1,100,330,0.033,0.001,7977	
14,1,100,330,0.033,0.0033,7974	
14,1,100,330,0.033,0.01,7974	
14,1,100,330,0.033,0.033,7973	
14,1,100,330,0.033,0.1,7979	
14,1,100,330,0.033,0.33,7973	
14,1,100,330,0.1,0.001,7972	
14,1,100,330,0.1,0.0033,7971	
14,1,100,330,0.1,0.01,7973	
14,1,100,330,0.1,0.033,7976	
14,1,100,330,0.1,0.1,7975	
14,1,100,330,0.1,0.33,7973	
14,1,100,330,0.3,0.001,7976	
14,1,100,330,0.3,0.0033,7969	
14,1,100,330,0.3,0.01,7975	
14,1,100,330,0.3,0.033,7975	
14,1,100,330,0.3,0.1,7975	
14,1,100,330,0.3,0.33,7979	
14,1,100,330,0.9,0.001,7971	
14,1,100,330,0.9,0.0033,7977	
14,1,100,330,0.9,0.01,7973	
14,1,100,330,0.9,0.033,7976	
14,1,100,330,0.9,0.1,7972	
14,1,100,330,0.9,0.33,7974	
14,1,1000,100,0.01,0.001,7977	
14,1,1000,100,0.01,0.0033,7978	
14,1,1000,100,0.01,0.01,7977	
14,1,1000,100,0.01,0.033,7979	
14,1,1000,100,0.01,0.1,7978	
14,1,1000,100,0.01,0.33,7976	
14,1,1000,100,0.033,0.001,7981	
14,1,1000,100,0.033,0.0033,7976	
14,1,1000,100,0.033,0.01,7977	
14,1,1000,100,0.033,0.033,7974	
14,1,1000,100,0.033,0.1,7977	
14,1,1000,100,0.033,0.33,7975	
14,1,1000,100,0.1,0.001,7979	
14,1,1000,100,0.1,0.0033,7975	
14,1,1000,100,0.1,0.01,7976	
14,1,1000,100,0.1,0.033,7973	
14,1,1000,100,0.1,0.1,7976	
14,1,1000,100,0.1,0.33,7975	
14,1,1000,100,0.3,0.001,7976	
14,1,1000,100,0.3,0.0033,7977	
14,1,1000,100,0.3,0.01,7972	
14,1,1000,100,0.3,0.033,7974	
14,1,1000,100,0.3,0.1,7977	
14,1,1000,100,0.3,0.33,7976	
14,1,1000,100,0.9,0.001,7976	
14,1,1000,100,0.9,0.0033,7973	
14,1,1000,100,0.9,0.01,7975	
14,1,1000,100,0.9,0.033,7973	
14,1,1000,100,0.9,0.1,7978	
14,1,1000,100,0.9,0.33,7974	
14,1,1000,1000,0.1,0.033,7980	
14,1,1000,1000,0.1,0.1,7978	
14,1,1000,1000,0.1,0.33,7979	
14,1,1000,1000,0.3,0.001,7983	
14,1,1000,1000,0.3,0.0033,7980	
14,1,1000,1000,0.3,0.01,7981	
14,1,1000,1000,0.3,0.033,7980	
14,1,1000,1000,0.3,0.1,7979	
14,1,1000,1000,0.3,0.33,7979	
14,1,1000,1000,0.9,0.001,7978	
14,1,1000,1000,0.9,0.0033,7981	
14,1,1000,1000,0.9,0.01,7980	
14,1,1000,1000,0.9,0.033,7979	
14,1,1000,1000,0.9,0.1,7978	
14,1,1000,1000,0.9,0.33,7978	
14,1,1000,33,0.01,0.001,7975	
14,1,1000,33,0.01,0.0033,7975	
14,1,1000,33,0.01,0.01,7975	
14,1,1000,33,0.01,0.033,7978	
14,1,1000,33,0.01,0.1,7981	
14,1,1000,33,0.01,0.33,7973	
14,1,1000,33,0.033,0.001,7974	
14,1,1000,33,0.033,0.0033,7973	
14,1,1000,33,0.033,0.01,7973	
14,1,1000,33,0.033,0.033,7979	
14,1,1000,33,0.033,0.1,7976	
14,1,1000,33,0.033,0.33,7980	
14,1,1000,33,0.1,0.001,7978	
14,1,1000,33,0.1,0.0033,7975	
14,1,1000,33,0.1,0.01,7974	
14,1,1000,33,0.1,0.033,7973	
14,1,1000,33,0.1,0.1,7977	
14,1,1000,33,0.1,0.33,7972	
14,1,1000,33,0.3,0.001,7972	
14,1,1000,33,0.3,0.0033,7972	
14,1,1000,33,0.3,0.01,7973	
14,1,1000,33,0.3,0.033,7972	
14,1,1000,33,0.3,0.1,7972	
14,1,1000,33,0.3,0.33,7974	
14,1,1000,33,0.9,0.001,7972	
14,1,1000,33,0.9,0.0033,7972	
14,1,1000,33,0.9,0.01,7973	
14,1,1000,33,0.9,0.033,7978	
14,1,1000,33,0.9,0.1,7975	
14,1,1000,33,0.9,0.33,7976	
14,1,1000,330,0.01,0.001,7982	
14,1,1000,330,0.01,0.0033,7979	
14,1,1000,330,0.01,0.01,7991	
14,1,1000,330,0.01,0.033,7983	
14,1,1000,330,0.01,0.1,7982	
14,1,1000,330,0.01,0.33,7979	
14,1,1000,330,0.033,0.001,7980	
14,1,1000,330,0.033,0.0033,7980	
14,1,1000,330,0.033,0.01,7977	
14,1,1000,330,0.033,0.033,7978	
14,1,1000,330,0.033,0.1,7978	
14,1,1000,330,0.033,0.33,7977	
14,1,1000,330,0.1,0.001,7980	
14,1,1000,330,0.1,0.0033,7976	
14,1,1000,330,0.1,0.01,7974	
14,1,1000,330,0.1,0.033,7980	
14,1,1000,330,0.1,0.1,7976	
14,1,1000,330,0.1,0.33,7977	
14,1,1000,330,0.3,0.001,7978	
14,1,1000,330,0.3,0.0033,7979	
14,1,1000,330,0.3,0.01,7974	
14,1,1000,330,0.3,0.033,7976	
14,1,1000,330,0.3,0.1,7976	
14,1,1000,330,0.3,0.33,7976	
14,1,1000,330,0.9,0.001,7979	
14,1,1000,330,0.9,0.0033,7977	
14,1,1000,330,0.9,0.01,7978	
14,1,1000,330,0.9,0.033,7977	
14,1,1000,330,0.9,0.1,7976	
14,1,1000,330,0.9,0.33,7976	
14,1,330,100,0.01,0.001,7978	
14,1,330,100,0.01,0.0033,7979	
14,1,330,100,0.01,0.01,7976	
14,1,330,100,0.01,0.033,7976	
14,1,330,100,0.01,0.1,7977	
14,1,330,100,0.01,0.33,7975	
14,1,330,100,0.033,0.001,7973	
14,1,330,100,0.033,0.0033,7979	
14,1,330,100,0.033,0.01,7974	
14,1,330,100,0.033,0.033,7974	
14,1,330,100,0.033,0.1,7973	
14,1,330,100,0.033,0.33,7974	
14,1,330,100,0.1,0.001,7973	
14,1,330,100,0.1,0.0033,7973	
14,1,330,100,0.1,0.01,7973	
14,1,330,100,0.1,0.033,7981	
14,1,330,100,0.1,0.1,7976	
14,1,330,100,0.1,0.33,7975	
14,1,330,100,0.3,0.001,7973	
14,1,330,100,0.3,0.0033,7976	
14,1,330,100,0.3,0.01,7973	
14,1,330,100,0.3,0.033,7973	
14,1,330,100,0.3,0.1,7974	
14,1,330,100,0.3,0.33,7972	
14,1,330,100,0.9,0.001,7972	
14,1,330,100,0.9,0.0033,7974	
14,1,330,100,0.9,0.01,7973	
14,1,330,100,0.9,0.033,7973	
14,1,330,100,0.9,0.1,7971	
14,1,330,100,0.9,0.33,7973	
14,1,330,1000,0.01,0.001,7990	
14,1,330,1000,0.01,0.0033,7985	
14,1,330,1000,0.01,0.01,7983	
14,1,330,1000,0.01,0.033,7983	
14,1,330,1000,0.01,0.1,7987	
14,1,330,1000,0.01,0.33,7984	
14,1,330,1000,0.033,0.001,7977	
14,1,330,1000,0.033,0.0033,7977	
14,1,330,1000,0.033,0.01,7982	
14,1,330,1000,0.033,0.033,7978	
14,1,330,1000,0.033,0.1,7981	
14,1,330,1000,0.033,0.33,7982	
14,1,330,1000,0.1,0.001,7976	
14,1,330,1000,0.1,0.0033,7976	
14,1,330,1000,0.1,0.01,7980	
14,1,330,1000,0.1,0.033,7977	
14,1,330,1000,0.1,0.1,7978	
14,1,330,1000,0.1,0.33,7976	
14,1,330,1000,0.3,0.001,7976	
14,1,330,1000,0.3,0.0033,7980	
14,1,330,1000,0.3,0.01,7975	
14,1,330,1000,0.3,0.033,7974	
14,1,330,1000,0.3,0.1,7977	
14,1,330,1000,0.3,0.33,7977	
14,1,330,1000,0.9,0.001,7976	
14,1,330,1000,0.9,0.0033,7978	
14,1,330,1000,0.9,0.01,7977	
14,1,330,1000,0.9,0.033,7979	
14,1,330,1000,0.9,0.1,7979	
14,1,330,1000,0.9,0.33,7977	
14,1,330,33,0.01,0.001,7973	
14,1,330,33,0.01,0.0033,7976	
14,1,330,33,0.01,0.01,7975	
14,1,330,33,0.01,0.033,7977	
14,1,330,33,0.01,0.1,7980	
14,1,330,33,0.01,0.33,7972	
14,1,330,33,0.033,0.001,7972	
14,1,330,33,0.033,0.0033,7971	
14,1,330,33,0.033,0.01,7976	
14,1,330,33,0.033,0.033,7971	
14,1,330,33,0.033,0.1,7971	
14,1,330,33,0.033,0.33,7973	
14,1,330,33,0.1,0.001,7970	
14,1,330,33,0.1,0.0033,7972	
14,1,330,33,0.1,0.01,7972	
14,1,330,33,0.1,0.033,7971	
14,1,330,33,0.1,0.1,7974	
14,1,330,33,0.1,0.33,7972	
14,1,330,33,0.3,0.001,7972	
14,1,330,33,0.3,0.0033,7974	
14,1,330,33,0.3,0.01,7971	
14,1,330,33,0.3,0.033,7970	
14,1,330,33,0.3,0.1,7972	
14,1,330,33,0.3,0.33,7970	
14,1,330,33,0.9,0.001,7969	
14,1,330,33,0.9,0.0033,7970	
14,1,330,33,0.9,0.01,7971	
14,1,330,33,0.9,0.033,7972	
14,1,330,33,0.9,0.1,7970	
14,1,330,33,0.9,0.33,7972	
14,1,330,330,0.01,0.001,7982	
14,1,330,330,0.01,0.0033,7978	
14,1,330,330,0.01,0.01,7980	
14,1,330,330,0.01,0.033,7980	
14,1,330,330,0.01,0.1,7984	
14,1,330,330,0.01,0.33,7983	
14,1,330,330,0.033,0.001,7979	
14,1,330,330,0.033,0.0033,7977	
14,1,330,330,0.033,0.01,7976	
14,1,330,330,0.033,0.033,7976	
14,1,330,330,0.033,0.1,7978	
14,1,330,330,0.033,0.33,7975	
14,1,330,330,0.1,0.001,7976	
14,1,330,330,0.1,0.0033,7977	
14,1,330,330,0.1,0.01,7981	
14,1,330,330,0.1,0.033,7975	
14,1,330,330,0.1,0.1,7974	
14,1,330,330,0.1,0.33,7976	
14,1,330,330,0.3,0.001,7975	
14,1,330,330,0.3,0.0033,7976	
14,1,330,330,0.3,0.01,7976	
14,1,330,330,0.3,0.033,7975	
14,1,330,330,0.3,0.1,7981	
14,1,330,330,0.3,0.33,7977	
14,1,330,330,0.9,0.001,7974	
14,1,330,330,0.9,0.0033,7976	
14,1,330,330,0.9,0.01,7975	
14,1,330,330,0.9,0.033,7975	
14,1,330,330,0.9,0.1,7975	
14,1,330,330,0.9,0.33,7975	
15,1,100,100,0.01,0.001,16063	
15,1,100,100,0.01,0.0033,16067	
15,1,100,100,0.01,0.01,16072	
15,1,100,100,0.01,0.033,16063	
15,1,100,100,0.01,0.1,16063	
15,1,100,100,0.01,0.33,16063	
15,1,100,100,0.033,0.001,16060	
15,1,100,100,0.033,0.0033,16054	
15,1,100,100,0.033,0.01,16058	
15,1,100,100,0.033,0.033,16058	
15,1,100,100,0.033,0.1,16063	
15,1,100,100,0.033,0.33,16068	
15,1,100,100,0.1,0.001,16056	
15,1,100,100,0.1,0.0033,16055	
15,1,100,100,0.1,0.01,16058	
15,1,100,100,0.1,0.033,16057	
15,1,100,100,0.1,0.1,16059	
15,1,100,100,0.1,0.33,16056	
15,1,100,100,0.3,0.001,16056	
15,1,100,100,0.3,0.0033,16056	
15,1,100,100,0.3,0.01,16056	
15,1,100,100,0.3,0.033,16057	
15,1,100,100,0.3,0.1,16057	
15,1,100,100,0.3,0.33,16063	
15,1,100,100,0.9,0.001,16053	
15,1,100,100,0.9,0.0033,16056	
15,1,100,100,0.9,0.01,16060	
15,1,100,100,0.9,0.033,16052	
15,1,100,100,0.9,0.1,16055	
15,1,100,100,0.9,0.33,16052	
15,1,100,1000,0.01,0.001,16072	
15,1,100,1000,0.01,0.0033,16077	
15,1,100,1000,0.01,0.01,16069	
15,1,100,1000,0.01,0.033,16074	
15,1,100,1000,0.01,0.1,16069	
15,1,100,1000,0.01,0.33,16079	
15,1,100,1000,0.033,0.001,16060	
15,1,100,1000,0.033,0.0033,16060	
15,1,100,1000,0.033,0.01,16062	
15,1,100,1000,0.033,0.033,16066	
15,1,100,1000,0.033,0.1,16066	
15,1,100,1000,0.033,0.33,16064	
15,1,100,1000,0.1,0.001,16061	
15,1,100,1000,0.1,0.0033,16060	
15,1,100,1000,0.1,0.01,16063	
15,1,100,1000,0.1,0.033,16059	
15,1,100,1000,0.1,0.1,16059	
15,1,100,1000,0.1,0.33,16068	
15,1,100,1000,0.3,0.001,16070	
15,1,100,1000,0.3,0.0033,16064	
15,1,100,1000,0.3,0.01,16059	
15,1,100,1000,0.3,0.033,16059	
15,1,100,1000,0.3,0.1,16061	
15,1,100,1000,0.3,0.33,16061	
15,1,100,1000,0.9,0.001,16065	
15,1,100,1000,0.9,0.0033,16063	
15,1,100,1000,0.9,0.01,16062	
15,1,100,1000,0.9,0.033,16061	
15,1,100,1000,0.9,0.1,16059	
15,1,100,1000,0.9,0.33,16061	
15,1,100,33,0.01,0.001,16066	
15,1,100,33,0.01,0.0033,16061	
15,1,100,33,0.01,0.01,16051	
15,1,100,33,0.01,0.033,16056	
15,1,100,33,0.01,0.1,16056	
15,1,100,33,0.01,0.33,16054	
15,1,100,33,0.033,0.001,16056	
15,1,100,33,0.033,0.0033,16055	
15,1,100,33,0.033,0.01,16056	
15,1,100,33,0.033,0.033,16052	
15,1,100,33,0.033,0.1,16054	
15,1,100,33,0.033,0.33,16054	
15,1,100,33,0.1,0.001,16057	
15,1,100,33,0.1,0.0033,16055	
15,1,100,33,0.1,0.01,16051	
15,1,100,33,0.1,0.033,16055	
15,1,100,33,0.1,0.1,16052	
15,1,100,33,0.1,0.33,16060	
15,1,100,33,0.3,0.001,16049	
15,1,100,33,0.3,0.0033,16052	
15,1,100,33,0.3,0.01,16054	
15,1,100,33,0.3,0.033,16051	
15,1,100,33,0.3,0.1,16059	
15,1,100,33,0.3,0.33,16056	
15,1,100,33,0.9,0.001,16051	
15,1,100,33,0.9,0.0033,16051	
15,1,100,33,0.9,0.01,16053	
15,1,100,33,0.9,0.033,16052	
15,1,100,33,0.9,0.1,16049	
15,1,100,33,0.9,0.33,16059	
15,1,100,330,0.01,0.001,16067	
15,1,100,330,0.01,0.0033,16063	
15,1,100,330,0.01,0.01,16065	
15,1,100,330,0.01,0.033,16076	
15,1,100,330,0.01,0.1,16067	
15,1,100,330,0.01,0.33,16069	
15,1,100,330,0.033,0.001,16066	
15,1,100,330,0.033,0.0033,16058	
15,1,100,330,0.033,0.01,16064	
15,1,100,330,0.033,0.033,16062	
15,1,100,330,0.033,0.1,16061	
15,1,100,330,0.033,0.33,16065	
15,1,100,330,0.1,0.001,16059	
15,1,100,330,0.1,0.0033,16059	
15,1,100,330,0.1,0.01,16056	
15,1,100,330,0.1,0.033,16058	
15,1,100,330,0.1,0.1,16057	
15,1,100,330,0.1,0.33,16061	
15,1,100,330,0.3,0.001,16055	
15,1,100,330,0.3,0.0033,16065	
15,1,100,330,0.3,0.01,16056	
15,1,100,330,0.3,0.033,16062	
15,1,100,330,0.3,0.1,16059	
15,1,100,330,0.3,0.33,16058	
15,1,100,330,0.9,0.001,16060	
15,1,100,330,0.9,0.0033,16063	
15,1,100,330,0.9,0.01,16063	
15,1,100,330,0.9,0.033,16061	
15,1,100,330,0.9,0.1,16059	
15,1,100,330,0.9,0.33,16060	
15,1,1000,100,0.01,0.01,16065	
15,1,1000,100,0.01,0.033,16064	
15,1,1000,100,0.01,0.1,16063	
15,1,1000,100,0.01,0.33,16064	
15,1,1000,100,0.033,0.001,16061	
15,1,1000,100,0.033,0.0033,16059	
15,1,1000,100,0.033,0.01,16066	
15,1,1000,100,0.033,0.033,16059	
15,1,1000,100,0.033,0.1,16064	
15,1,1000,100,0.033,0.33,16063	
15,1,1000,100,0.1,0.001,16059	
15,1,1000,100,0.1,0.0033,16064	
15,1,1000,100,0.1,0.01,16059	
15,1,1000,100,0.1,0.033,16060	
15,1,1000,100,0.1,0.1,16060	
15,1,1000,100,0.1,0.33,16062	
15,1,1000,100,0.3,0.001,16060	
15,1,1000,100,0.3,0.0033,16058	
15,1,1000,100,0.3,0.01,16060	
15,1,1000,100,0.3,0.033,16061	
15,1,1000,100,0.3,0.1,16060	
15,1,1000,100,0.3,0.33,16059	
15,1,1000,100,0.9,0.001,16063	
15,1,1000,100,0.9,0.0033,16059	
15,1,1000,100,0.9,0.01,16062	
15,1,1000,100,0.9,0.033,16061	
15,1,1000,100,0.9,0.1,16060	
15,1,1000,100,0.9,0.33,16067	
15,1,1000,33,0.01,0.001,16062	
15,1,1000,33,0.01,0.0033,16060	
15,1,1000,33,0.01,0.01,16061	
15,1,1000,33,0.01,0.033,16063	
15,1,1000,33,0.01,0.1,16064	
15,1,1000,33,0.01,0.33,16056	
15,1,1000,33,0.033,0.001,16057	
15,1,1000,33,0.033,0.0033,16059	
15,1,1000,33,0.033,0.01,16061	
15,1,1000,33,0.033,0.033,16062	
15,1,1000,33,0.033,0.1,16058	
15,1,1000,33,0.033,0.33,16058	
15,1,1000,33,0.1,0.001,16063	
15,1,1000,33,0.1,0.0033,16059	
15,1,1000,33,0.1,0.01,16059	
15,1,1000,33,0.1,0.033,16060	
15,1,1000,33,0.1,0.1,16063	
15,1,1000,33,0.1,0.33,16061	
15,1,1000,33,0.3,0.001,16061	
15,1,1000,33,0.3,0.0033,16057	
15,1,1000,33,0.3,0.01,16058	
15,1,1000,33,0.3,0.033,16063	
15,1,1000,33,0.3,0.1,16056	
15,1,1000,33,0.3,0.33,16055	
15,1,1000,33,0.9,0.001,16056	
15,1,1000,33,0.9,0.0033,16060	
15,1,1000,33,0.9,0.01,16060	
15,1,1000,33,0.9,0.033,16055	
15,1,1000,33,0.9,0.1,16056	
15,1,1000,33,0.9,0.33,16056	
15,1,330,100,0.01,0.001,16064	
15,1,330,100,0.01,0.0033,16067	
15,1,330,100,0.01,0.01,16066	
15,1,330,100,0.01,0.033,16065	
15,1,330,100,0.01,0.1,16062	
15,1,330,100,0.01,0.33,16062	
15,1,330,100,0.033,0.001,16060	
15,1,330,100,0.033,0.0033,16059	
15,1,330,100,0.033,0.01,16058	
15,1,330,100,0.033,0.033,16061	
15,1,330,100,0.033,0.1,16065	
15,1,330,100,0.033,0.33,16062	
15,1,330,100,0.1,0.001,16059	
15,1,330,100,0.1,0.0033,16060	
15,1,330,100,0.1,0.01,16060	
15,1,330,100,0.1,0.033,16066	
15,1,330,100,0.1,0.1,16060	
15,1,330,100,0.1,0.33,16056	
15,1,330,100,0.3,0.001,16056	
15,1,330,100,0.3,0.0033,16058	
15,1,330,100,0.3,0.01,16058	
15,1,330,100,0.3,0.033,16060	
15,1,330,100,0.3,0.1,16060	
15,1,330,100,0.3,0.33,16055	
15,1,330,100,0.9,0.001,16065	
15,1,330,100,0.9,0.0033,16068	
15,1,330,100,0.9,0.01,16057	
15,1,330,100,0.9,0.033,16058	
15,1,330,100,0.9,0.1,16059	
15,1,330,100,0.9,0.33,16065	
15,1,330,1000,0.01,0.001,16074	
15,1,330,1000,0.01,0.0033,16071	
15,1,330,1000,0.01,0.01,16068	
15,1,330,1000,0.01,0.033,16070	
15,1,330,1000,0.01,0.1,16072	
15,1,330,1000,0.01,0.33,16070	
15,1,330,1000,0.033,0.001,16066	
15,1,330,1000,0.033,0.0033,16062	
15,1,330,1000,0.033,0.01,16062	
15,1,330,1000,0.033,0.033,16062	
15,1,330,1000,0.033,0.1,16067	
15,1,330,1000,0.033,0.33,16066	
15,1,330,1000,0.1,0.001,16063	
15,1,330,1000,0.1,0.0033,16066	
15,1,330,1000,0.1,0.01,16069	
15,1,330,1000,0.1,0.033,16066	
15,1,330,1000,0.1,0.1,16061	
15,1,330,1000,0.1,0.33,16064	
15,1,330,1000,0.3,0.001,16062	
15,1,330,1000,0.3,0.0033,16060	
15,1,330,1000,0.3,0.01,16063	
15,1,330,1000,0.3,0.033,16062	
15,1,330,1000,0.3,0.1,16062	
15,1,330,1000,0.3,0.33,16062	
15,1,330,1000,0.9,0.001,16064	
15,1,330,1000,0.9,0.0033,16063	
15,1,330,1000,0.9,0.01,16064	
15,1,330,1000,0.9,0.033,16062	
15,1,330,1000,0.9,0.1,16063	
15,1,330,1000,0.9,0.33,16061	
15,1,330,33,0.01,0.001,16063	
15,1,330,33,0.01,0.0033,16060	
15,1,330,33,0.01,0.01,16065	
15,1,330,33,0.01,0.033,16060	
15,1,330,33,0.01,0.1,16062	
15,1,330,33,0.01,0.33,16059	
15,1,330,33,0.033,0.001,16058	
15,1,330,33,0.033,0.0033,16059	
15,1,330,33,0.033,0.01,16054	
15,1,330,33,0.033,0.033,16055	
15,1,330,33,0.033,0.1,16057	
15,1,330,33,0.033,0.33,16054	
15,1,330,33,0.1,0.001,16058	
15,1,330,33,0.1,0.0033,16059	
15,1,330,33,0.1,0.01,16056	
15,1,330,33,0.1,0.033,16055	
15,1,330,33,0.1,0.1,16055	
15,1,330,33,0.1,0.33,16063	
15,1,330,33,0.3,0.001,16061	
15,1,330,33,0.3,0.0033,16054	
15,1,330,33,0.3,0.01,16052	
15,1,330,33,0.3,0.033,16056	
15,1,330,33,0.3,0.1,16059	
15,1,330,33,0.3,0.33,16053	
15,1,330,33,0.9,0.001,16058	
15,1,330,33,0.9,0.0033,16054	
15,1,330,33,0.9,0.01,16055	
15,1,330,33,0.9,0.033,16054	
15,1,330,33,0.9,0.1,16056	
15,1,330,33,0.9,0.33,16061	
15,1,330,330,0.01,0.001,16069	
15,1,330,330,0.01,0.0033,16070	
15,1,330,330,0.01,0.01,16067	
15,1,330,330,0.01,0.033,16069	
15,1,330,330,0.01,0.1,16076	
15,1,330,330,0.01,0.33,16062	
15,1,330,330,0.033,0.001,16061	
15,1,330,330,0.033,0.0033,16066	
15,1,330,330,0.033,0.01,16066	
15,1,330,330,0.033,0.033,16064	
15,1,330,330,0.033,0.1,16062	
15,1,330,330,0.033,0.33,16062	
15,1,330,330,0.1,0.001,16063	
15,1,330,330,0.1,0.0033,16060	
15,1,330,330,0.1,0.01,16059	
15,1,330,330,0.1,0.033,16070	
15,1,330,330,0.1,0.1,16060	
15,1,330,330,0.1,0.33,16060	
15,1,330,330,0.3,0.001,16062	
15,1,330,330,0.3,0.0033,16066	
15,1,330,330,0.3,0.01,16061	
15,1,330,330,0.3,0.033,16068	
15,1,330,330,0.3,0.1,16060	
15,1,330,330,0.3,0.33,16060	
15,1,330,330,0.9,0.001,16059	
15,1,330,330,0.9,0.0033,16064	
15,1,330,330,0.9,0.01,16064	
15,1,330,330,0.9,0.033,16058	
15,1,330,330,0.9,0.1,16061	
15,1,330,330,0.9,0.33,16064	
15,1,3300,100,0.01,0.001,16066	
15,1,3300,100,0.01,0.0033,16064	
15,1,3300,100,0.01,0.01,16065	
15,1,3300,100,0.01,0.033,16065	
15,1,3300,100,0.01,0.1,16066	
15,1,3300,100,0.01,0.33,16064	
15,1,3300,100,0.033,0.001,16064	
15,1,3300,100,0.033,0.0033,16063	
15,1,3300,100,0.033,0.01,16065	
15,1,3300,100,0.033,0.033,16065	
15,1,3300,100,0.033,0.1,16066	
15,1,3300,100,0.033,0.33,16062	
15,1,3300,100,0.1,0.001,16063	
15,1,3300,100,0.1,0.0033,16062	
15,1,3300,100,0.1,0.01,16063	
15,1,3300,100,0.1,0.033,16065	
15,1,3300,100,0.1,0.1,16064	
15,1,3300,100,0.1,0.33,16063	
15,1,3300,100,0.3,0.001,16067	
15,1,3300,100,0.3,0.0033,16063	
15,1,3300,100,0.3,0.01,16064	
15,1,3300,100,0.3,0.033,16059	
15,1,3300,100,0.3,0.1,16065	
15,1,3300,100,0.3,0.33,16067	
15,1,3300,100,0.9,0.001,16061	
15,1,3300,100,0.9,0.0033,16061	
15,1,3300,100,0.9,0.01,16063	
15,1,3300,100,0.9,0.033,16064	
15,1,3300,100,0.9,0.1,16067	
15,1,3300,100,0.9,0.33,16063	
15,1,3300,33,0.01,0.001,16063	
15,1,3300,33,0.01,0.0033,16063	
15,1,3300,33,0.01,0.01,16062	
15,1,3300,33,0.01,0.033,16062	
15,1,3300,33,0.01,0.1,16063	
15,1,3300,33,0.01,0.33,16061	
15,1,3300,33,0.033,0.001,16068	
15,1,3300,33,0.033,0.0033,16060	
15,1,3300,33,0.033,0.01,16060	
15,1,3300,33,0.033,0.033,16061	
15,1,3300,33,0.033,0.1,16068	
15,1,3300,33,0.033,0.33,16060	
15,1,3300,33,0.1,0.001,16057	
15,1,3300,33,0.1,0.0033,16060	
15,1,3300,33,0.1,0.01,16061	
15,1,3300,33,0.1,0.033,16059	
15,1,3300,33,0.1,0.1,16061	
15,1,3300,33,0.1,0.33,16064	
15,1,3300,33,0.3,0.001,16061	
15,1,3300,33,0.3,0.0033,16063	
15,1,3300,33,0.3,0.01,16061	
15,1,3300,33,0.3,0.033,16060	
15,1,3300,33,0.3,0.1,16059	
15,1,3300,33,0.3,0.33,16062	
15,1,3300,33,0.9,0.001,16062	
15,1,3300,33,0.9,0.0033,16059	
15,1,3300,33,0.9,0.01,16060	
15,1,3300,33,0.9,0.033,16062	
15,1,3300,33,0.9,0.1,16057	
15,1,3300,33,0.9,0.33,16064	
15,1,3300,330,0.3,0.033,16069	
15,1,3300,330,0.3,0.1,16070	
15,1,3300,330,0.3,0.33,16062	
15,1,3300,330,0.9,0.001,16065	
15,1,3300,330,0.9,0.0033,16064	
15,1,3300,330,0.9,0.01,16065	
